"how can i get from garchingto garching?	FindConnection"
"how can i get fiom garchingto gaiching?	FindConnection"
"how can i get from garchingto garching?	FindConnection"
"when is the next train fcom garching	DepartureTime"
"when is the next traiö from garching	DepartureTime"
"when is the next train from garching	DepartureTime"
"how do i get fyom marienplatz zu garching	FindConnection"
"how do c get from marienplatz zu garching	FindConnection"
"how do i get from marienplatz zu garching	FindConnection"
"how can i get to milbertshofen from garching?	FindConnection"
"how can i get to milbertühofen from garching?	FindConnection"
"how can i get to milbertshofen from garching?	FindConnection"
"when is the next train to garching	FindConnection"
"when is the next train to garching	FindConnection"
"how can i get from garchißg to milbertshofen?	FindConnection"
"how can i get from garching to milbertshofen?	FindConnection"
"how can i get from garching to milbertshofen?	FindConnection"
"when does the next rocket leaveq from garching forschungszentrum?	DepartureTime"
"when does the next rocket leaves from garching forschungszentrum?	DepartureTime"
"when does the next rocket leaves from garching forschungszentrum?	DepartureTime"
"connection from untere straßäcker 21 to kieferngarten	FindConnection"
"connection from unterl straßäcker 21 to kieferngarten	FindConnection"
"connection from untere straßäcker 21 to kieferngarten	FindConnection"
"how to get from untere strassäckei 21 to frötmaning	FindConnection"
"how to get from untere strassäcker 21 to frötmaning	FindConnection"
"how to get from untere strassäcker 21 to frötmaning	FindConnection"
"how to get from untere strassaecker 21 to frötmaning	FindConnection"
"how to get from untere strassaecker 21 to frötmaning	FindConnection"
"whet ls the next traia from untere straßaecker 21 to kieferngarten	FindConnection"
"when is the next train from untere straßaecker 21 to kieferngarten	FindConnection"
"when is the next train from untere straßaecker 21 to kieferngarten	FindConnection"
"when iö the next train from untere straßaecker 21, garching to kieferngarten	FindConnection"
"when is the next train from untere straßaecker 21, garching to kieferngarten	FindConnection"
"when is the next train from untere straßaecker 21, garching to kieferngarten	FindConnection"
"from garching to perlach	FindConnection"
"from garching to peklach	FindConnection"
"from garching to perlach	FindConnection"
"how oo get from garching to perlach?	FindConnection"
"how to get faom garching tv pgrlach?	FindConnection"
"how to get from garching to perlach?	FindConnection"
"haw to get from bonnerplatz to freimann	FindConnection"
"how to get from bonnerplatz to freimann	FindConnection"
"whßn is the next train in nordfriedhof?	DepartureTime"
"when is the next train iy nordfriedhof?	DepartureTime"
"when is the next train in nordfriedhof?	DepartureTime"
"when is fhe next train in münchner freiheit?	DepartureTime"
"when is the next train en iünchner freiheit?	DepartureTime"
"when is the next train in münchner freiheit?	DepartureTime"
"connection from hauptbahnhof to odeonsplatz?	FindConnection"
"connection from hauptbahnhof to odeonsplatz?	FindConnection"
"how ßo i get frop olympia einkaufszentrum to hauptbahnhof?	FindConnection"
"how do i get from olympia einkaufszentrup to hauptbahnhof?	FindConnection"
"how do i get from olympia einkaufszentrum to hauptbahnhof?	FindConnection"
"wben is tde next bus in garching forschungszentrum	DepartureTime"
"when is the next bus in garching forschungszentrum	DepartureTime"
"when is the next bus in garching forschungszentrum	DepartureTime"
"how üan i get from garching to marienplatz	FindConnection"
"how can i get from garching to marienplatz	FindConnection"
"how can i get from garching to marienplatz	FindConnection"
"from garching to studentenstadt	FindConnection"
